,positions,close,direction,order_value,avg_price,returns,returns_pct,cumulative_returns,cumulative_returns_pct
98,20,112216.6,0.0,0.0,113127.92,0.008055659469386467,0.8055659469386467,-0.028576363370048208,-2.857636337004821
99,20,112500.03,0.0,0.0,113127.92,0.005550265575465341,0.5550265575465341,-0.023026097794582867,-2.3026097794582867
100,20,112688.0,0.0,0.0,113127.92,0.0038886952045082968,0.3888695204508297,-0.01913740259007457,-1.913740259007457
101,20,112666.75,0.0,0.0,113127.92,0.004076535659808811,0.4076535659808811,-0.01506086693026576,-1.506086693026576
102,20,112486.02,0.0,0.0,113127.92,0.005674107682701046,0.5674107682701046,-0.009386759247564713,-0.9386759247564713
103,20,112523.49,0.0,0.0,113127.92,0.005342889712813492,0.5342889712813492,-0.004043869534751221,-0.4043869534751221
104,20,112711.97,0.0,0.0,113127.92,0.0036768111709293283,0.36768111709293283,-0.0003670583638218927,-0.03670583638218927
105,20,112810.55,0.0,0.0,113127.92,0.002805408249351715,0.2805408249351715,0.0024383498855298225,0.24383498855298225
106,20,112972.01,0.0,0.0,113127.92,0.0013781743711013261,0.1378174371101326,0.0038165242566311486,0.38165242566311486
107,20,113039.1,0.0,0.0,113127.92,0.0007851289054019439,0.07851289054019439,0.0046016531620330925,0.46016531620330925
108,20,113055.58,0.0,0.0,113127.92,0.0006394531075970544,0.06394531075970544,0.005241106269630147,0.5241106269630147
109,20,113284.2,0.0,0.0,113127.92,-0.0013814450049112192,-0.13814450049112192,0.0038596612647189277,0.38596612647189277
110,20,113444.2,0.0,0.0,113127.92,-0.0027957731389385287,-0.2795773138938529,0.001063888125780399,0.10638881257803989
111,20,113577.9,0.0,0.0,113127.92,-0.003977621085935246,-0.39776210859352457,-0.0029137329601548467,-0.2913732960154847
112,20,113311.24,0.0,0.0,113127.92,-0.0016204664595620422,-0.16204664595620422,-0.004534199419716889,-0.4534199419716889
113,20,113070.94,0.0,0.0,113127.92,0.0005036776067304238,0.05036776067304238,-0.004030521812986465,-0.4030521812986465
114,20,112943.67,0.0,0.0,113127.92,0.0016286872418409537,0.16286872418409537,-0.0024018345711455114,-0.24018345711455114
115,20,112974.44,0.0,0.0,113127.92,0.001356694262565794,0.1356694262565794,-0.0010451403085797173,-0.10451403085797173
116,20,113038.65,0.0,0.0,113127.92,0.000789106703278919,0.0789106703278919,-0.00025603360530079833,-0.025603360530079833
117,20,112870.01,0.0,0.0,113127.92,0.002279808556543861,0.22798085565438608,0.0020237749512430625,0.20237749512430625
118,20,113129.97,0.0,0.0,113127.92,-1.8121079217170433e-05,-0.0018121079217170433,0.002005653872025892,0.2005653872025892
119,20,113132.36,0.0,0.0,113127.92,-3.924760571938357e-05,-0.003924760571938357,0.0019664062663065085,0.19664062663065085
120,20,113074.01,0.0,0.0,113127.92,0.00047654018565890244,0.047654018565890244,0.002442946451965411,0.2442946451965411
121,20,113139.13,0.0,0.0,113127.92,-9.909136489039128e-05,-0.009909136489039128,0.0023438550870750197,0.23438550870750197
122,20,113543.16,0.0,0.0,113127.92,-0.0036705350898347255,-0.36705350898347255,-0.0013266800027597059,-0.1326680002759706
123,20,112873.07,0.0,0.0,113127.92,0.002252759530980475,0.2252759530980475,0.000926079528220769,0.0926079528220769
124,30,112317.1,1.0,1123171.0,112857.64666666667,0.004789632626872042,0.47896326268720424,0.005715712155092811,0.5715712155092811
125,30,112488.44,0.0,0.0,112857.64666666667,0.003271436872657296,0.3271436872657296,0.008987149027750108,0.8987149027750108
126,40,112029.7,1.0,1120297.0,112650.66,0.005512262422608161,0.5512262422608161,0.014499411450358268,1.4499411450358268
127,40,111509.74,0.0,0.0,112650.66,0.01012794776346626,1.012794776346626,0.02462735921382453,2.462735921382453
128,40,111160.64,0.0,0.0,112650.66,0.013226908746029609,1.3226908746029609,0.03785426795985414,3.7854267959854138
129,40,111106.35,0.0,0.0,112650.66,0.01370884111997206,1.370884111997206,0.0515631090798262,5.15631090798262
130,40,111195.87,0.0,0.0,112650.66,0.012914172007514324,1.2914172007514324,0.06447728108734052,6.4477281087340526
131,40,111883.49,0.0,0.0,112650.66,0.006810168710951192,0.6810168710951192,0.07128744979829171,7.128744979829172
132,40,111433.33,0.0,0.0,112650.66,0.010806239395312889,1.0806239395312889,0.0820936891936046,8.209368919360461
133,40,110806.38,0.0,0.0,112650.66,0.016371675052769374,1.6371675052769374,0.09846536424637398,9.846536424637398
134,40,110947.53,0.0,0.0,112650.66,0.015118686388521874,1.5118686388521874,0.11358405063489585,11.358405063489585
135,40,110640.0,0.0,0.0,112650.66,0.01784863044743812,1.7848630447438119,0.13143268108233397,13.143268108233396
136,40,111329.97,0.0,0.0,112650.66,0.011723766198972974,1.1723766198972974,0.14315644728130694,14.315644728130694
137,40,111433.46,0.0,0.0,112650.66,0.010805085385207636,1.0805085385207636,0.15396153266651458,15.396153266651458
138,40,111545.71,0.0,0.0,112650.66,0.009808642044351945,0.9808642044351945,0.16377017471086652,16.377017471086653
139,40,111617.26,0.0,0.0,112650.66,0.009173492636439184,0.9173492636439184,0.1729436673473057,17.29436673473057
140,40,111220.18,0.0,0.0,112650.66,0.012698372117837642,1.2698372117837642,0.18564203946514335,18.564203946514336
141,40,111028.2,0.0,0.0,112650.66,0.014402578733227145,1.4402578733227145,0.2000446181983705,20.00446181983705
142,40,110463.59,0.0,0.0,112650.66,0.01941462216022527,1.941462216022527,0.21945924035859576,21.945924035859576
143,50,110021.29,1.0,1100212.9,112124.786,0.018760312282781078,1.8760312282781078,0.23821955264137684,23.821955264137685
144,50,110386.98,0.0,0.0,112124.786,0.01549885678265639,1.549885678265639,0.25371840942403323,25.371840942403324
145,50,110559.48,0.0,0.0,112124.786,0.013960392307905911,1.3960392307905911,0.26767880173193914,26.767880173193916
146,50,110382.7,0.0,0.0,112124.786,0.015537028538899489,1.5537028538899489,0.28321583027083863,28.321583027083864
147,50,110460.76,0.0,0.0,112124.786,0.014840839919195048,1.4840839919195048,0.2980566701900337,29.80566701900337
148,50,110918.62,0.0,0.0,112124.786,0.0107573538646486,1.07573538646486,0.3088140240546823,30.88140240546823
149,50,110985.92,0.0,0.0,112124.786,0.010157129753630034,1.0157129753630034,0.3189711538083123,31.89711538083123
150,50,110783.89,0.0,0.0,112124.786,0.011958961509188515,1.1958961509188515,0.33093011531750083,33.09301153175008
151,50,110751.47,0.0,0.0,112124.786,0.01224810364409512,1.224810364409512,0.34317821896159595,34.31782189615959
152,60,108390.02,1.0,1083900.2,111502.325,0.02791246729608543,2.791246729608543,0.3710906862576814,37.10906862576814
153,60,108575.27,0.0,0.0,111502.325,0.02625106696205659,2.625106696205659,0.39734175321973797,39.734175321973794
154,60,109163.95,0.0,0.0,111502.325,0.020971535795329843,2.0971535795329843,0.4183132890150678,41.83132890150678
155,60,110248.29,0.0,0.0,111502.325,0.011246716155918768,1.1246716155918768,0.4295600051709866,42.95600051709866
156,60,110176.27,0.0,0.0,111502.325,0.011892621969990302,1.1892621969990302,0.4414526271409769,44.14526271409769
157,60,110768.01,0.0,0.0,111502.325,0.006585647429324881,0.6585647429324881,0.44803827457030176,44.803827457030174
158,60,111274.25,0.0,0.0,111502.325,0.002045473042826651,0.2045473042826651,0.4500837476131284,45.008374761312844
159,60,111366.72,0.0,0.0,111502.325,0.0012161629813548513,0.12161629813548513,0.45129991059448327,45.12999105944833
160,60,110681.23,0.0,0.0,111502.325,0.00736392716474743,0.736392716474743,0.4586638377592307,45.86638377592307
161,60,110714.31,0.0,0.0,111502.325,0.007067251736678992,0.7067251736678992,0.4657310894959097,46.57310894959097
162,60,110415.4,0.0,0.0,111502.325,0.009748003012493234,0.9748003012493234,0.4754790925084029,47.54790925084029
163,60,110171.69,0.0,0.0,111502.325,0.011933697346669603,1.1933697346669603,0.4874127898550725,48.74127898550725
164,60,110065.8,0.0,0.0,111502.325,0.012883363642865686,1.2883363642865686,0.5002961534979382,50.02961534979382
165,60,110105.75,0.0,0.0,111502.325,0.012525075149778186,1.2525075149778186,0.5128212286477164,51.28212286477164
166,60,109922.74,0.0,0.0,111502.325,0.01416638621661026,1.416638621661026,0.5269876148643267,52.698761486432666
167,60,109717.29,0.0,0.0,111502.325,0.016008948692325498,1.6008948692325498,0.5429965635566522,54.29965635566521
168,60,108784.3,0.0,0.0,111502.325,0.024376397532517746,2.4376397532517746,0.5673729610891699,56.73729610891699
169,60,108387.86,0.0,0.0,111502.325,0.027931839089453958,2.793183908945396,0.5953048001786239,59.53048001786239
170,60,108461.22,0.0,0.0,111502.325,0.027273915588755582,2.727391558875558,0.6225787157673794,62.25787157673794
171,60,107627.16,0.0,0.0,111502.325,0.03475411835582798,3.475411835582798,0.6573328341232074,65.73328341232074
172,60,107962.66,0.0,0.0,111502.325,0.031745212487721663,3.1745212487721663,0.6890780466109291,68.90780466109291
173,60,108285.54,0.0,0.0,111502.325,0.028849488116055033,2.8849488116055033,0.7179275347269841,71.79275347269841
174,60,107860.8,0.0,0.0,111502.325,0.032658736039808955,3.2658736039808955,0.7505862707667931,75.0586270766793
175,60,107711.56,0.0,0.0,111502.325,0.03399718346680214,3.399718346680214,0.7845834542335952,78.45834542335952
176,60,108150.0,0.0,0.0,111502.325,0.030065068149924157,3.0065068149924157,0.8146485223835194,81.46485223835194
177,60,108144.57,0.0,0.0,111502.325,0.03011376668603094,3.011376668603094,0.8447622890695503,84.47622890695503
178,60,107149.62,0.0,0.0,111502.325,0.03903689900636598,3.9036899006365977,0.8837991880759163,88.37991880759162
179,60,107486.69,0.0,0.0,111502.325,0.03601391271437604,3.601391271437604,0.9198131007902923,91.98131007902923
180,60,107351.3,0.0,0.0,111502.325,0.037228147484816954,3.7228147484816954,0.9570412482751093,95.70412482751092
181,60,106837.09,0.0,0.0,111502.325,0.041839800201475597,4.18398002014756,0.9988810484765849,99.88810484765848
182,60,107007.24,0.0,0.0,111502.325,0.04031382305256859,4.031382305256859,1.0391948715291535,103.91948715291535
183,60,106536.39,0.0,0.0,111502.325,0.04453660495420164,4.453660495420165,1.0837314764833552,108.37314764833552
184,60,107188.34,0.0,0.0,111502.325,0.03868964167339117,3.8689641673391173,1.1224211181567463,112.24211181567463
185,60,107510.91,0.0,0.0,111502.325,0.03579669751280967,3.579669751280967,1.158217815669556,115.8217815669556
186,60,107642.4,0.0,0.0,111502.325,0.034617439591506316,3.4617439591506316,1.1928352552610622,119.28352552610622
187,60,107907.68,0.0,0.0,111502.325,0.032238296376331244,3.2238296376331244,1.2250735516373934,122.50735516373933
188,60,107596.9,0.0,0.0,111502.325,0.035025502831443234,3.5025502831443234,1.2600990544688366,126.00990544688366
189,60,107912.81,0.0,0.0,111502.325,0.0321922883670811,3.21922883670811,1.2922913428359177,129.22913428359178
190,60,107714.35,0.0,0.0,111502.325,0.03397216156703453,3.397216156703453,1.3262635044029523,132.62635044029523
191,60,108322.88,0.0,0.0,111502.325,0.028514607206620912,2.851460720662091,1.3547781116095732,135.47781116095732
192,60,108516.41,0.0,0.0,111502.325,0.02677894833134642,2.677894833134642,1.3815570599409197,138.15570599409196
193,50,109317.21,-1.0,1093172.1,111502.325,0.019597035308456467,1.9597035308456467,1.4011540952493762,140.1154095249376
194,50,109850.4,0.0,0.0,111502.325,0.014815161925995746,1.4815161925995746,1.415969257175372,141.5969257175372
195,50,109619.77,0.0,0.0,111502.325,0.016883549289218758,1.6883549289218758,1.4328528064645907,143.28528064645906
196,50,109358.59,0.0,0.0,111502.325,0.0192259219706854,1.92259219706854,1.452078728435276,145.2078728435276
197,50,108857.99,0.0,0.0,111502.325,0.023715514452277042,2.3715514452277042,1.4757942428875532,147.57942428875532
198,50,109093.82,0.0,0.0,111502.325,0.021600491290203916,2.1600491290203916,1.4973947341777571,149.7394734177757
199,50,109227.86,0.0,0.0,111502.325,0.020398363890618443,2.0398363890618443,1.5177930980683756,151.77930980683755
200,50,109791.61,0.0,0.0,111502.325,0.015342415505685603,1.5342415505685603,1.5331355135740612,153.3135513574061
201,50,110084.02,0.0,0.0,111502.325,0.01271995897843381,1.271995897843381,1.545855472552495,154.58554725524948
202,50,109890.14,0.0,0.0,111502.325,0.01445875680170794,1.445875680170794,1.5603142293542027,156.03142293542027
203,50,109899.15,0.0,0.0,111502.325,0.01437795131177766,1.437795131177766,1.5746921806659804,157.46921806659805
204,50,109691.18,0.0,0.0,111502.325,0.016243114213089327,1.6243114213089327,1.5909352948790696,159.09352948790695
205,50,109650.0,0.0,0.0,111502.325,0.0166124338662893,1.66124338662893,1.607547728745359,160.7547728745359
206,50,109676.24,0.0,0.0,111502.325,0.016377102450554237,1.6377102450554237,1.6239248311959131,162.3924831195913
207,50,109449.31,0.0,0.0,111502.325,0.01841230664921112,1.8412306649211119,1.6423371378451241,164.23371378451242
208,50,109830.83,0.0,0.0,111502.325,0.014990673961282841,1.499067396128284,1.657327811806407,165.7327811806407
209,50,110062.44,0.0,0.0,111502.325,0.012913497543661001,1.2913497543661,1.670241309350068,167.0241309350068
210,50,109998.84,0.0,0.0,111502.325,0.013483889237287161,1.348388923728716,1.6837251985873554,168.37251985873553
211,50,109848.39,0.0,0.0,111502.325,0.01483318845593573,1.483318845593573,1.698558387043291,169.8558387043291
212,50,109846.49,0.0,0.0,111502.325,0.01485022845936168,1.485022845936168,1.7134086155026527,171.34086155026526
213,50,109819.2,0.0,0.0,111502.325,0.015094976719095321,1.509497671909532,1.728503592221748,172.8503592221748
214,50,109521.37,0.0,0.0,111502.325,0.0177660420982253,1.7766042098225299,1.7462696343199733,174.62696343199732
215,50,110415.61,0.0,0.0,111502.325,0.00974611964369354,0.974611964369354,1.7560157539636667,175.60157539636668
216,50,110170.08,0.0,0.0,111502.325,0.0119481365074674,1.19481365074674,1.7679638904711341,176.79638904711342
217,50,109653.19,0.0,0.0,111502.325,0.016583824597379393,1.6583824597379393,1.7845477150685136,178.45477150685136
218,50,109922.59,0.0,0.0,111502.325,0.014167731480038692,1.4167731480038692,1.7987154465485524,179.87154465485526
219,50,110157.54,0.0,0.0,111502.325,0.012060600530078625,1.2060600530078625,1.810776047078631,181.0776047078631
220,50,109805.08,0.0,0.0,111502.325,0.015221610849818545,1.5221610849818545,1.8259976579284496,182.59976579284495
221,40,110790.14,-1.0,1107901.4,111502.325,0.006387176231526959,0.6387176231526959,1.8323848341599764,183.23848341599765
222,40,110487.84,0.0,0.0,111502.325,0.009098330460822202,0.9098330460822202,1.8414831646207985,184.14831646207986
223,40,110202.9,0.0,0.0,111502.325,0.01165379286934154,1.165379286934154,1.8531369574901402,185.31369574901402
224,40,110112.72,0.0,0.0,111502.325,0.012462565242473578,1.2462565242473578,1.8655995227326136,186.55995227326136
225,50,108845.4,1.0,1088454.0,110970.94,0.019154023566890666,1.9154023566890666,1.8847535462995042,188.47535462995043
226,50,109042.51,0.0,0.0,110970.94,0.017377792780704615,1.7377792780704615,1.9021313390802088,190.2131339080209
227,50,109299.98,0.0,0.0,110970.94,0.015057635809879621,1.5057635809879621,1.9171889748900885,191.71889748900887
228,50,109232.0,0.0,0.0,110970.94,0.01567022862021361,1.567022862021361,1.932859203510302,193.2859203510302
229,50,109452.35,0.0,0.0,110970.94,0.01368457363702602,1.368457363702602,1.946543777147328,194.6543777147328
230,50,109780.01,0.0,0.0,110970.94,0.010731908732142026,1.0731908732142026,1.95727568587947,195.727568587947
231,50,109828.78,0.0,0.0,110970.94,0.010292424304957692,1.0292424304957692,1.9675681101844278,196.7568110184428
232,50,109687.91,0.0,0.0,110970.94,0.011561855743494664,1.1561855743494664,1.9791299659279225,197.91299659279224
233,50,109493.85,0.0,0.0,110970.94,0.013310601856666215,1.3310601856666215,1.9924405677845887,199.24405677845886
234,50,109548.6,0.0,0.0,110970.94,0.012817229447637302,1.2817229447637302,2.005257797232226,200.5257797232226
235,50,109558.48,0.0,0.0,110970.94,0.012728197129807217,1.2728197129807217,2.017985994362033,201.79859943620332
236,50,109656.57,0.0,0.0,110970.94,0.011844272022927815,1.1844272022927815,2.029830266384961,202.98302663849609
237,50,109580.09,0.0,0.0,110970.94,0.012533461462974071,1.2533461462974071,2.0423637278479347,204.23637278479347
238,50,109613.24,0.0,0.0,110970.94,0.012234734607096232,1.2234734607096232,2.054598462455031,205.45984624550312
239,50,109608.01,0.0,0.0,110970.94,0.01228186406278986,1.228186406278986,2.066880326517821,206.6880326517821
240,50,109537.24,0.0,0.0,110970.94,0.012919598590405701,1.29195985904057,2.079799925108227,207.97999251082268
